"date","sales","price","mortgage_rate","income","unrate","permit","months_supply","construction_cost","housing_starts","under_construction","log_sales","log_price","log_income","log_permit","log_construction_cost","log_starts","log_under_construction","trend","trend2","month"
2014-04-01,403,274500,4.3375,13270.2,6.2,1090,5.7,213.6,1043,743,5.99893656194668,12.5227065399317,9.49327619880273,6.99393297522319,5.36410510708604,6.94985645500077,6.61069604471776,172,29584,"04"
2014-05-01,451,285600,4.192,13312.9,6.3,1018,5.2,214.3,1007,754,6.11146733950268,12.5623475094476,9.49648876894874,6.92559519711047,5.36737690247953,6.91473089271856,6.62539236800796,173,29929,"05"
2014-06-01,418,287000,4.1625,13360.4,6.1,1010,5.7,214.5,911,771,6.03548143252476,12.5672374947418,9.5000503867622,6.9177056098353,5.36830973836807,6.81454289725996,6.64768837356333,174,30276,"06"
2014-07-01,402,280400,4.13,13386.8,6.2,1076,6.2,214.8,1085,790,5.99645208861902,12.5439724341426,9.50202442580726,6.98100574072173,5.36970736263471,6.98933526597456,6.67203294546107,175,30625,"07"
2014-08-01,456,291700,4.115,13445.9,6.1,1047,5.4,215.5,984,793,6.12249280951439,12.5834811558558,9.5064295058453,6.95368421087054,5.3729609095438,6.89162589705225,6.67582322163485,176,30976,"08"
2014-09-01,470,261500,4.1625,13486.3,5.9,1077,5.4,215.7,1023,797,6.1527326947041,12.4741895624871,9.50942963433852,6.98193467715639,5.37388855339511,6.93049476595163,6.68085467879022,177,31329,"09"
2014-10-01,476,297000,4.036,13550.7,5.7,1094,5.3,215.9,1074,806,6.16541785423142,12.6014874177848,9.51419348549009,6.99759598298193,5.37481533752076,6.97914527506881,6.69208374250663,178,31684,"10"
2014-11-01,442,298300,3.9975,13624.4,5.8,1059,5.7,215.8,1001,814,6.0913098820777,12.6058549705028,9.51961758186455,6.96508034560141,5.37435205282403,6.90875477931522,6.70196036600254,179,32041,"11"
2014-12-01,497,301500,3.864,13719.1,5.6,1072,5.1,215.5,1073,826,6.20859002609663,12.6165252951494,9.52654430146062,6.97728134163075,5.3729609095438,6.9782137426307,6.71659477352098,180,32400,"12"
2015-01-01,515,292000,3.67,13797.7,5.7,1049,4.8,215.8,1085,830,6.24416690066374,12.5845090812504,9.5322571905882,6.9555926083963,5.37435205282403,6.98933526597456,6.72142570079064,181,32761,"01"
2015-02-01,540,286600,3.71,13848,5.5,1127,4.5,215.3,886,830,6.29156913955832,12.5658427943762,9.53589609685605,7.02731451403978,5.37203240437032,6.78671695060508,6.72142570079064,182,33124,"02"
2015-03-01,480,286600,3.77,13811.3,5.4,1072,5.1,215,960,843,6.17378610390194,12.5658427943762,9.53324237665796,6.97728134163075,5.37063802812766,6.86693328446188,6.73696695800186,183,33489,"03"
2015-04-01,502,294500,3.672,13842,5.4,1166,4.9,214.5,1190,868,6.21860011969173,12.5930342820738,9.53546272740181,7.06133436691044,5.36830973836807,7.08170858610557,6.76619171466035,184,33856,"04"
2015-05-01,502,287500,3.84,13865.6,5.6,1272,5,213.7,1079,878,6.21860011969173,12.5689781392195,9.53716623154559,7.14834574390007,5.3645731623251,6.98378996525813,6.77764659363512,185,34225,"05"
2015-06-01,480,285100,3.9825,13874.1,5.3,1379,5.4,213.7,1205,896,6.17378610390194,12.5605952749008,9.53777907164595,7.2291138777933,5.3645731623251,7.09423484592476,6.79794041297493,186,34596,"06"
2015-07-01,506,292300,4.046,13905.7,5.2,1140,5.2,213.7,1146,908,6.22653666928747,12.5855359510993,9.54005410700471,7.03878354138854,5.3645731623251,7.04403289727469,6.81124437860129,187,34969,"07"
2015-08-01,518,293000,3.905,13935.8,5.1,1165,5,213.3,1130,921,6.24997524225948,12.5879278879992,9.54221634766898,7.0604763659998,5.3626996254773,7.02997291170639,6.82546003625531,188,35344,"08"
2015-09-01,456,299500,3.89,13972.2,5,1144,5.9,212.5,1224,939,6.12249280951439,12.6098696965376,9.54482492016725,7.04228617193974,5.35894198836447,7.10987946307227,6.84481547920826,189,35721,"09"
2015-10-01,482,298000,3.796,13996.9,5,1160,5.6,212.4,1058,943,6.1779441140506,12.6048487654875,9.54659115550704,7.05617528410041,5.35847128936778,6.96413561241824,6.84906628263346,190,36100,"10"
2015-11-01,504,312600,3.9425,13993.4,5.1,1244,5.5,211.7,1172,962,6.22257626807137,12.6526796969695,9.54634106886858,7.12608727329912,5.35517017814082,7.06646697013696,6.86901445066571,191,36481,"11"
2015-12-01,546,297100,3.964,14060.2,5,1211,5.1,210.9,1146,970,6.3026189757449,12.6018240614507,9.55110339001455,7.09920174355309,5.35138408748473,7.04403289727469,6.87729607149743,192,36864,"12"
2016-01-01,505,288400,3.8725,14121.1,4.8,1171,5.6,211.4,1092,968,6.22455842927536,12.5721036843929,9.55542541169562,7.06561336359772,5.35375207343614,6.99576615630485,6.87523208727658,193,37249,"01"
2016-02-01,517,305800,3.66,14135.3,4.9,1172,5.5,211.3,1225,982,6.24804287450843,12.6306865724771,9.55643049381474,7.06646697013696,5.35327892462201,7.11069612297883,6.88959130835447,194,37636,"02"
2016-03-01,532,303200,3.694,14135.4,5,1118,5.5,211.6,1111,987,6.27664348934164,12.6221479327504,9.55643756827699,7.01929665371504,5.35469769998414,7.01301578963963,6.89467003943348,195,38025,"03"
2016-04-01,576,318300,3.605,14106.2,5.1,1160,5,212.7,1163,998,6.35610766069589,12.6707496132702,9.55436969603143,7.05617528410041,5.35988272220619,7.05875815251866,6.90575327631146,196,38416,"04"
2016-05-01,571,295200,3.6,14095.5,4.8,1205,5.1,213.7,1148,1010,6.34738920965601,12.5954083717085,9.55361087649123,7.09423484592476,5.3645731623251,7.04577657687951,6.9177056098353,197,38809,"05"
2016-06-01,557,311200,3.568,14104.9,4.9,1208,5.3,214.6,1203,1016,6.32256523992728,12.6481910712864,9.55427753372646,7.09672137849476,5.3687758301966,7.09257371597468,6.92362862813843,198,39204,"06"
2016-07-01,628,297400,3.44,14160.1,4.8,1198,4.5,215.3,1239,1033,6.4425401664682,12.6028333130082,9.55818342936967,7.0884087786754,5.37203240437032,7.12205988162914,6.94022246911964,199,39601,"07"
2016-08-01,575,298900,3.435,14176.7,4.9,1201,5,216,1171,1038,6.35437004079735,12.607864348272,9.55935505085825,7.09090982207998,5.37527840768417,7.06561336359772,6.94505106372583,200,40000,"08"
2016-09-01,558,314800,3.46,14209.1,5,1303,5.2,215.3,1068,1038,6.32435896238131,12.6596927955254,9.56163788340626,7.17242457712485,5.37203240437032,6.97354301952014,6.94505106372583,201,40401,"09"
2016-10-01,575,302800,3.47,14235.4,4.9,1254,5.2,214.8,1313,1053,6.35437004079735,12.6208278005454,9.56348709907147,7.13409372119287,5.36970736263471,7.1800698743028,6.95939851213398,202,40804,"10"
2016-11-01,571,315000,3.77,14273.6,4.7,1230,5.2,214.5,1140,1042,6.34738920965601,12.6603279178078,9.56616695615952,7.11476944836646,5.36830973836807,7.03878354138854,6.94889722231331,203,41209,"11"
2016-12-01,561,327000,4.198,14313.7,4.7,1248,5.4,215.5,1252,1057,6.3297209055227,12.6977154498794,9.56897239957675,7.12929754892937,5.3729609095438,7.13249755166004,6.96318998587024,204,41616,"12"
2017-01-01,573,315200,4.15,14373.7,4.7,1303,5.4,217.3,1190,1063,6.35088571671474,12.6609626369659,9.57315542679347,7.17242457712485,5.38127888726238,7.08170858610557,6.96885037834195,205,42025,"01"
2017-02-01,587,298000,4.1675,14416.8,4.6,1234,5.3,218.8,1271,1070,6.3750248198281,12.6048487654875,9.57614947220406,7.11801620446533,5.38815807054783,7.14755927118945,6.97541392745595,206,42436,"02"
2017-03-01,632,321700,4.196,14476.3,4.4,1272,5,219.7,1190,1071,6.44888939414686,12.6813747132271,9.58026810842579,7.14834574390007,5.39226297939056,7.08170858610557,6.97634807044775,207,42849,"03"
2017-04-01,598,311100,4.045,14509.3,4.4,1251,5.4,221,1146,1075,6.39359075395063,12.6478696828857,9.5825451021232,7.13169851046691,5.39816270151775,7.04403289727469,6.98007594056176,208,43264,"04"
2017-05-01,635,323600,4.01,14610.7,4.4,1208,5.1,221.7,1157,1071,6.45362499889269,12.6872634641665,9.58950941598576,7.09672137849476,5.40132511662227,7.05358572719368,6.97634807044775,209,43681,"05"
2017-06-01,619,315200,3.904,14618.7,4.3,1353,5.3,221.9,1249,1073,6.4281052726846,12.6609626369659,9.59005681006157,7.21007962817079,5.40222682993855,7.13009851012558,6.9782137426307,210,44100,"06"
2017-07-01,572,322900,3.9675,14660.2,4.3,1256,5.8,221.9,1206,1075,6.3491389913798,12.6850979567464,9.59289161791239,7.13568734702814,5.40222682993855,7.09506437728713,6.98007594056176,211,44521,"07"
2017-08-01,556,314200,3.88,14678.3,4.4,1319,6.1,222.4,1159,1083,6.32076829425058,12.6577850048037,9.59412549164801,7.18462915271731,5.40447756237643,7.05531284333975,6.98749024700099,212,44944,"08"
2017-09-01,637,331500,3.805,14706,4.3,1273,5.3,223.1,1181,1093,6.45676965557216,12.7113830886081,9.59601085275617,7.14913159855741,5.40762010143849,7.07411681619736,6.99668148817654,213,45369,"09"
2017-10-01,626,319500,3.895,14748.6,4.2,1356,5.5,223.9,1257,1101,6.4393503711001,12.6745125527997,9.59890344200899,7.21229446850034,5.41119952360471,7.13648320859025,7.00397413672268,214,45796,"10"
2017-11-01,711,343400,3.922,14771.1,4.2,1299,4.8,223.9,1273,1107,6.56667242980324,12.7466512274455,9.60042784804002,7.1693500166706,5.41119952360471,7.14913159855741,7.00940893270864,215,46225,"11"
2017-12-01,630,343300,3.95,14797.9,4.1,1311,5.6,224.1,1177,1100,6.44571981938558,12.7463599794458,9.60224055779271,7.1785454837637,5.41209238080688,7.07072410726028,7.00306545878646,216,46656,"12"
2018-01-01,590,329600,4.0325,14886.6,4,1317,6,225.8,1299,1105,6.38012253689976,12.7056350770175,9.60821675843567,7.18311170174328,5.41964965171556,7.1693500166706,7.00760061395185,217,47089,"01"
2018-02-01,618,327200,4.33,14921.1,4.1,1321,5.7,228.7,1277,1109,6.42648845745769,12.6983268837107,9.61053159758164,7.18614430452233,5.43241110102874,7.15226885603254,7.01121398735037,218,47524,"02"
2018-03-01,679,335400,4.444,14974.8,4,1385,5.2,231.3,1318,1121,6.5206211275587,12.7230791283712,9.61412406730181,7.23345541862144,5.44371556923739,7.18387071506245,7.02197642307216,219,47961,"03"
2018-04-01,642,314400,4.4675,15007.2,4,1378,5.6,232.4,1276,1124,6.46458830368996,12.6584213395372,9.6162853649212,7.2283884515736,5.44846002497776,7.15148546390474,7.02464903045364,220,48400,"04"
2018-05-01,662,316700,4.586,15057.8,3.8,1338,5.5,236.8,1357,1131,6.49526555593701,12.6657102325267,9.6196514083455,7.19893124068817,5.46721590300985,7.21303165983487,7.03085747611612,221,48841,"05"
2018-06-01,636,310500,4.57,15119.3,4,1345,5.8,239.2,1192,1126,6.45519856334012,12.6459391803557,9.62372735236552,7.20414929203594,5.47730002207648,7.0833878476253,7.02642680869964,222,49284,"06"
2018-07-01,628,327500,4.5275,15184.7,3.8,1334,6,239.6,1208,1127,6.4425401664682,12.6992433340574,9.6280436209462,7.19593722647557,5.47897086624129,7.09672137849476,7.02731451403978,223,49729,"07"
2018-08-01,593,321400,4.55,15238.6,3.8,1273,6.5,239.4,1288,1129,6.38519439899773,12.6804417322855,9.63158696150387,7.14913159855741,5.47813579312387,7.1608459066643,7.02908756414966,224,50176,"08"
2018-09-01,595,328300,4.6275,15237.5,3.7,1314,6.6,240,1250,1135,6.38856140554563,12.7016831034897,9.63151477378953,7.18083119904456,5.48063892334199,7.13089883029635,7.0343879299155,225,50625,"09"
2018-10-01,554,328300,4.83,15274.1,3.8,1272,7.2,238.7,1221,1141,6.31716468674728,12.7016831034897,9.63391386250036,7.14834574390007,5.47520753334478,7.1074254741107,7.03966034986208,226,51076,"10"
2018-11-01,625,308500,4.866,15315.2,3.8,1340,6.4,238.8,1181,1144,6.4377516497364,12.6394771223276,9.636601078274,7.20042489294496,5.47562638151845,7.07411681619736,7.04228617193974,227,51529,"11"
2018-12-01,546,329700,4.6375,15506.5,3.9,1317,7.6,238.3,1095,1148,6.3026189757449,12.7059384290598,9.64901456984138,7.18311170174328,5.4735303841047,6.9985096422506,7.04577657687951,228,51984,"12"
2019-01-01,595,305400,4.464,15536.3,4,1254,7,238.5,1226,1150,6.38856140554563,12.6293776717667,9.65093450033437,7.13409372119287,5.4743693103284,7.11151211649616,7.0475172213573,229,52441,"01"
2019-02-01,648,320800,4.37,15560.4,3.8,1286,6.3,238.1,1121,1140,6.47389069635227,12.6785731549745,9.65248450434284,7.15929190479756,5.47269075349282,7.02197642307216,7.03878354138854,230,52900,"02"
2019-03-01,718,310600,4.265,15566.5,3.8,1295,5.6,238.1,1191,1125,6.57646956904822,12.6462611896967,9.65287644829345,7.16626597413364,5.47269075349282,7.0825485693553,7.02553831463852,231,53361,"03"
2019-04-01,702,339000,4.1425,15534.2,3.7,1322,5.7,237.2,1272,1124,6.55393340402581,12.7337553863626,9.65079932388062,7.18690102041163,5.46890366712357,7.14834574390007,7.02464903045364,232,53824,"04"
2019-05-01,618,312700,4.072,15532.4,3.6,1347,6.5,237.3,1293,1132,6.42648845745769,12.6529995434459,9.65068344380349,7.20563517641036,5.46932516344172,7.16472037877186,7.03174125876313,233,54289,"05"
2019-06-01,729,311800,3.8025,15562.1,3.6,1299,5.4,236.3,1243,1143,6.59167373200866,12.6501172356058,9.6525937500655,7.1693500166706,5.46510218419286,7.12528309151071,7.04141166379481,234,54756,"06"
2019-07-01,648,308300,3.765,15581.4,3.7,1379,6.1,235.6,1240,1146,6.47389069635227,12.6388286138742,9.653833174181,7.2291138777933,5.46213545177743,7.12286665859908,7.04403289727469,235,55225,"07"
2019-08-01,712,327000,3.616,15664.3,3.6,1482,5.5,234.4,1375,1149,6.56807791141198,12.6977154498794,9.65913951678301,7.30114780585603,5.45702905770286,7.22620901010067,7.04664727784876,236,55696,"08"
2019-09-01,712,315700,3.605,15697.5,3.5,1469,5.4,234.4,1311,1162,6.56807791141198,12.6625476745461,9.66125674298826,7.29233717617388,5.45702905770286,7.1785454837637,7.05789793741186,237,56169,"09"
2019-10-01,722,322400,3.688,15718.1,3.6,1523,5.3,233.8,1325,1159,6.58202513889283,12.6835482896146,9.66256819353847,7.32843735289516,5.45446604903797,7.18916773842032,7.05531284333975,238,56644,"10"
2019-11-01,713,328000,3.695,15766.9,3.6,1535,5.4,232.8,1353,1166,6.5694814204143,12.7007688873663,9.66566808485674,7.3362856600213,5.45017971585728,7.21007962817079,7.06133436691044,239,57121,"11"
2019-12-01,700,329500,3.72,15683.8,3.6,1443,5.5,232.2,1548,1177,6.5510803350434,12.7053316329247,9.6603836114819,7.27447955877387,5.44759906926379,7.34471905414967,7.07072410726028,240,57600,"12"
2020-01-01,689,328900,3.624,15842.8,3.6,1490,5.7,233.4,1581,1192,6.53524127101366,12.7035090321771,9.67047041742362,7.3065313989395,5.45275371985246,7.36581283720947,7.0833878476253,241,58081,"01"
2020-02-01,707,331800,3.465,15900.3,3.5,1461,5.6,234.6,1549,1214,6.56103066589657,12.7122876567385,9.67409325595485,7.2868764117507,5.45788193621938,7.34536484041687,7.10167597161944,242,58564,"02"
2020-03-01,626,328200,3.45,15702.3,4.4,1351,6.4,236.3,1266,1213,6.4393503711001,12.7013784576381,9.66156247742208,7.2086003379602,5.46510218419286,7.14361760270412,7.10085190894405,243,59049,"03"
2020-04-01,576,309500,3.306,18015.3,14.8,1079,6.8,234.3,936,1194,6.35610766069589,12.6427133711068,9.79897667583288,6.98378996525813,5.45660234551375,6.84161547647759,7.08506429395255,244,59536,"04"
2020-05-01,707,315900,3.2325,17110,13.2,1251,5.3,233.3,1039,1178,6.56103066589657,12.6631809867902,9.74741836688624,7.13169851046691,5.45232517902738,6.94601399109923,7.07157336421153,245,60025,"05"
2020-06-01,901,325500,3.1625,17050.2,11,1333,4,234.8,1266,1184,6.80350525760834,12.6931177406308,9.74391721284814,7.19518732017871,5.45873408795394,7.14361760270412,7.07665381544395,246,60516,"06"
2020-07-01,981,320400,3.016,17202.9,10.2,1539,3.5,237,1526,1204,6.88857245956536,12.6773254941763,9.75283325324054,7.33888813383888,5.46806014113513,7.3304052118444,7.09340462586877,247,61009,"07"
2020-08-01,1016,321400,2.935,16542,8.4,1534,3.4,240.9,1396,1216,6.92362862813843,12.6804417322855,9.71365788025185,7.3356339819272,5.48438190962083,7.24136628332232,7.10332206252611,248,61504,"08"
2020-09-01,979,332200,2.89,16633.7,7.8,1650,3.5,246.9,1473,1221,6.88653164253051,12.7134924761613,9.71918603691671,7.40853056689463,5.50898339635113,7.29505641646263,7.1074254741107,249,62001,"09"
2020-10-01,1031,335000,2.834,16573.6,6.9,1612,3.3,246.4,1543,1229,6.93828448401696,12.7218858108072,9.71556634693168,7.38523092306657,5.50695623165936,7.34148385236316,7.11395610956603,250,62500,"10"
2020-11-01,877,333600,2.765,16381.8,6.7,1692,3.9,244.3,1543,1249,6.77650699237218,12.7176979494667,9.70392624147947,7.43366654016617,5.49839697826369,7.34148385236316,7.13009851012558,251,63001,"11"
2020-12-01,874,339300,2.684,16397.7,6.7,1755,4.1,248,1614,1259,6.77308037565554,12.7346399507723,9.70489636007476,7.47022413589997,5.51342874616498,7.3864708488299,7.13807303404435,252,63504,"12"
2021-01-01,899,354800,2.735,18194,6.4,1856,4,256.4,1624,1278,6.80128303447162,12.7793095294176,9.80884714838201,7.52617891334615,5.54673872504651,7.39264752072162,7.15305163493748,253,64009,"01"
2021-02-01,772,351400,2.81,16697.3,6.2,1703,4.8,264.6,1398,1285,6.64898455002478,12.7696804547351,9.72300230868706,7.44014668066269,5.57821925168086,7.24279792279376,7.15851399732932,254,64516,"02"
2021-03-01,852,342700,3.0825,20520,6.1,1756,4.4,276.7,1688,1304,6.74758652682932,12.7446107078627,9.9291552992847,7.47079377419506,5.62293388679288,7.4312996751559,7.1731917424866,255,65025,"03"
2021-04-01,817,364400,3.06,17420.7,6.1,1710,4.7,291.8,1489,1321,6.70563909486,12.8060074443679,9.76541443329605,7.4442486494967,5.67606863608869,7.30586003268401,7.18614430452233,256,65536,"04"
2021-05-01,717,372700,2.9625,16922.4,5.8,1705,5.5,305.9,1600,1339,6.57507584059962,12.8285290854674,9.73639346707294,7.44132038971762,5.72325825115686,7.37775890822787,7.19967834569117,257,66049,"05"
2021-06-01,714,361100,2.975,16838.1,5.9,1662,5.9,315.7,1664,1372,6.57088296233958,12.7969102072655,9.73139945482759,7.41577697541539,5.75479239556395,7.41697962138115,7.22402480828583,258,66564,"06"
2021-07-01,745,385000,2.868,16949.3,5.4,1666,5.8,313.542,1600,1387,6.61338421837956,12.8609986132699,9.73798181402071,7.41818082272679,5.74793332239149,7.37775890822787,7.23489842031483,259,67081,"07"
2021-08-01,688,402700,2.8425,16917.1,5.1,1740,6.6,313.083,1596,1413,6.53378883793334,12.9059471468395,9.73608022367139,7.46164039220858,5.74646833110614,7.37525577800975,7.25347038268453,260,67600,"08"
2021-09-01,733,398500,2.9,16728.5,4.7,1649,6.1,317.136,1576,1441,6.59714570188665,12.8954627772124,9.72486913066655,7.4079243225596,5.75933070395564,7.36264527041782,7.27309259599952,261,68121,"09"
2021-10-01,689,416800,3.0675,16733.5,4.5,1699,6.7,322.12,1587,1466,6.53524127101366,12.9403617694213,9.72516797712147,7.43779512167193,5.77492414692734,7.36960072052641,7.2902928824466,262,68644,"10"
2021-11-01,782,419600,3.0675,16686.4,4.1,1770,6,328.94,1707,1495,6.66185474054531,12.9470571555043,9.72234929536695,7.47873482556787,5.79587536331312,7.44249272279444,7.30988148582479,263,69169,"11"
2021-12-01,816,410600,3.098,16610.8,3.9,1886,5.7,335.032,1711,1524,6.70441435496411,12.925374783567,9.71780836520428,7.5422134631934,5.81422604965115,7.44483327389219,7.32909373624659,264,69696,"12"
2022-01-01,809,413600,3.445,16206.1,4,1923,5.9,345.742,1693,1547,6.69579891705849,12.9326546021764,9.69314299355575,7.56164174558878,5.84569283217161,7.43425738213314,7.34407285057307,265,70225,"01"
2022-02-01,784,402300,3.7625,16207.6,3.9,1846,6,343.583,1730,1580,6.66440902035041,12.9049533579379,9.69323554701315,7.5207764150628,5.83942871275107,7.45587668749182,7.36518012602101,266,70756,"02"
2022-03-01,710,420100,4.172,16127.2,3.7,1899,6.9,345.852,1700,1629,6.56526497003536,12.9482480571575,9.68826256646621,7.54908271081229,5.84601093788371,7.43838353004431,7.39572160860205,267,71289,"03"
2022-04-01,612,439500,4.9825,16125.5,3.7,1849,8.5,343.786,1807,1668,6.41673228251233,12.9933929961074,9.68815714893518,7.52240023138712,5.84001937076999,7.49942329059223,7.41938058291869,268,71824,"04"
2022-05-01,639,429400,5.23,16103,3.6,1711,8.2,353.015,1546,1681,6.45990445437753,12.9701441644268,9.686760869018,7.44483327389219,5.86651054894835,7.34342622914737,7.42714413340862,269,72361,"05"
2022-06-01,564,431700,5.522,16062.9,3.6,1726,9.4,349.8,1556,1687,6.33505425149806,12.9754861815436,9.68426754405124,7.45356187164337,5.8573615625845,7.34987370473834,7.43070708254597,270,72900,"06"
2022-07-01,535,442900,5.4125,16270.4,3.5,1707,10.3,346.79,1382,1683,6.28226674689601,13.0010992899113,9.69710278503687,7.44249272279444,5.84871940942721,7.23128700432762,7.42833319419081,271,73441,"07"
2022-08-01,634,431900,5.2225,16367.3,3.6,1565,8.8,342.753,1532,1700,6.45204895443723,12.9759493589488,9.70304072090349,7.35564110297425,5.83701007113935,7.33432935030054,7.43838353004431,272,73984,"08"
2022-09-01,552,434200,6.112,16423.8,3.5,1586,10.1,336.464,1481,1704,6.3135480462771,12.9812605364263,9.70648678132312,7.36897040219479,5.81849115970635,7.3004728142678,7.44073370738926,273,74529,"09"
2022-10-01,586,460300,6.9,16476.3,3.6,1583,9.6,333.796,1446,1714,6.37331978957701,13.0396337298053,9.70967826369319,7.36707705988101,5.81053002793245,7.27655640271871,7.44658509915773,274,75076,"10"
2022-11-01,592,427700,6.805,16502.7,3.6,1424,9.3,330.369,1434,1700,6.383506634884,12.966177294215,9.71127928286534,7.26122509197192,5.80021021157906,7.26822302115957,7.43838353004431,275,75625,"11"
2022-12-01,615,427900,6.364,16578.2,3.5,1398,8.8,326.449,1296,1694,6.42162226780652,12.9666448024049,9.71584385826015,7.24279792279376,5.78827373437171,7.16703787691222,7.434847875212,276,76176,"12"
2023-01-01,653,408200,6.2725,16906.9,3.5,1418,8.1,327.338,1358,1691,6.48157712927643,12.9195125293579,9.73547710160959,7.25700270709207,5.79099327620388,7.21376830811864,7.43307534889858,277,76729,"01"
2023-02-01,633,433300,6.2575,16998.2,3.6,1605,8.3,330.532,1395,1683,6.45047042214418,12.979185607728,9.74086273507948,7.38087903556412,5.80070347760016,7.24064969425547,7.42833319419081,278,77284,"02"
2023-03-01,639,438900,6.544,17098.8,3.5,1472,8.1,331.729,1366,1678,6.45990445437753,12.9920268756763,9.74676356458974,7.29437729928882,5.80431837053052,7.21964204013074,7.42535788702715,279,77841,"03"
2023-04-01,656,417200,6.3425,17135.3,3.4,1482,7.8,333.366,1343,1680,6.48616078894409,12.9413210021088,9.74889594217996,7.30114780585603,5.80924098551234,7.20266119652324,7.4265490723973,280,78400,"04"
2023-05-01,736,421200,6.425,17196.7,3.6,1579,6.9,337.473,1609,1690,6.60123011872888,12.950863059242,9.75247278392886,7.36454701425564,5.82148550711241,7.38336814699238,7.43248380791712,281,78961,"05"
2023-06-01,687,417600,6.714,17216.3,3.6,1447,7.5,337.336,1420,1691,6.53233429222235,12.9422793155506,9.75361188846024,7.27724772663148,5.8210794662864,7.25841215059531,7.43307534889858,282,79524,"06"
2023-07-01,727,435800,6.84,17250.6,3.5,1530,7,334.512,1464,1700,6.58892647753352,12.9849387014927,9.7556022044633,7.33302301438648,5.81267275336427,7.28892769452126,7.43838353004431,283,80089,"07"
2023-08-01,645,440900,7.072,17275.3,3.7,1596,8,333.794,1321,1695,6.46925031679577,12.996573371346,9.75703301462112,7.37525577800975,5.81052403623095,7.18614430452233,7.43543801981455,284,80656,"08"
2023-09-01,682,426100,7.2,17282.2,3.7,1530,7.7,332.098,1369,1681,6.52502965784346,12.962429339488,9.75743234906902,7.33302301438648,5.80543010608212,7.22183582528845,7.42714413340862,285,81225,"09"
2023-10-01,689,417500,7.62,17341.3,3.9,1524,7.7,328.743,1380,1682,6.53524127101366,12.942039823273,9.76084621868927,7.32909373624659,5.79527629048961,7.22983877815125,7.42773884053289,286,81796,"10"
2023-11-01,607,429600,7.442,17427.1,3.7,1513,8.9,326.844,1522,1691,6.4085287910595,12.9706098221768,9.76578174486648,7.32184971378836,5.78948299284573,7.32778053842163,7.43307534889858,287,82369,"11"
2023-12-01,634,418300,6.815,17481.7,3.8,1501,8.6,327.644,1504,1681,6.45204895443723,12.9439541574303,9.76890989848524,7.31388683163346,5.79192765309443,7.31588350450979,7.42714413340862,288,82944,"12"
2024-01-01,683,430400,6.6425,17575.4,3.7,1548,8.1,334.374,1378,1670,6.52649485957079,12.9724702878297,9.77425547602158,7.34471905414967,5.81226012699159,7.2283884515736,7.4205789054108,289,83521,"01"
2024-02-01,653,420900,6.776,17596.2,3.9,1570,8.5,337.766,1555,1658,6.48157712927643,12.9501505547587,9.77543824862361,7.35883089834235,5.82235334803508,7.34923082461333,7.41336733569524,290,84100,"02"
2024-03-01,681,436400,6.82,17617,3.9,1477,8.2,330.963,1297,1639,6.52356230614951,12.9863145329411,9.77661962392714,7.29776828253138,5.8020065866516,7.16780918431644,7.40184157874383,291,84681,"03"
2024-04-01,706,415300,6.9925,17638.6,3.9,1456,7.9,330.135,1379,1609,6.55961523749324,12.9367564296188,9.77784496133184,7.28344822875663,5.79950166171475,7.2291138777933,7.38336814699238,292,85264,"04"
2024-05-01,670,414300,7.06,17713.3,3.9,1405,8.3,329.435,1329,1591,6.50727771238501,12.9343456280655,9.78207104882232,7.24779258176785,5.79737906589378,7.19218205871325,7.37211802833779,293,85849,"05"
2024-06-01,683,414000,6.9175,17751.1,4.1,1459,8.2,328.304,1318,1571,6.52649485957079,12.9336212528075,9.78420276481437,7.28550654852279,5.79394000841139,7.18387071506245,7.35946763825562,294,86436,"06"
2024-07-01,732,429000,6.8475,17743.2,4.2,1448,7.6,325.556,1269,1549,6.59578051396131,12.9692121979102,9.783757622911,7.27793857294566,5.78553448986167,7.14598446771439,7.34536484041687,295,87025,"07"
2024-08-01,687,405800,6.5,17752.9,4.2,1492,8.2,324.65,1394,1520,6.53233429222235,12.9136157063739,9.78430416184015,7.30787278076371,5.7827476789545,7.23993259132047,7.32646561384032,296,87616,"08"
2024-09-01,715,421100,6.18,17769.9,4.1,1421,7.9,324.1,1357,1489,6.57228254269401,12.95062561415,9.78526129367085,7.2591161280971,5.7810521101475,7.21303165983487,7.30586003268401,297,88209,"09"
2024-10-01,632,426300,6.428,17810.5,4.1,1435,9.1,325.428,1370,1464,6.44888939414686,12.9628986027533,9.7875434500053,7.26892012819372,5.78514123902402,7.22256601882217,7.28892769452126,298,88804,"10"
2024-11-01,669,397600,6.805,17851.4,4.2,1512,8.8,326.929,1300,1436,6.50578406012823,12.8932017537646,9.78983721550476,7.32118855673948,5.78974302193986,7.17011954344963,7.26961674960817,299,89401,"11"
2024-12-01,702,423000,6.715,17867.9,4.1,1467,8.4,324.621,1494,1430,6.55393340402581,12.9551274580284,9.79076108585908,7.29097477814298,5.7826583479971,7.30921236569276,7.26542972325395,300,90000,"12"
